respondent_number,region,district,urbrur,latitude,longitude,dateintr,age,electricity_grid_in_the_psu_ea,road_surface_last_5_km,road_condition_last_5_km,overall_direction_of_the_country,country_s_present_economic_condition,country_s_economic_condition_compared_to_12_months_ago,country_s_economic_condition_in_12_months_time,how_often_gone_without_food,how_often_gone_without_water,support_for_democracy,satisfaction_with_democracy,level_of_corruption,handling_managing_the_economy,climate_change_affecting_country,gender_of_respondent,lived_poverty_index_average_index_of_5_poverty_items,country,round,rectangle_coordinates,geometry,buildings_num
MLW0048,462,Zomba,2,-15.37348,35.58535,2016-12-27,34,1,2,5,2,2,2,4,3,4,3,2,1,2,5,2,2.2,MLW,7,"[[35.58068652450023, -15.368983391970406], [35.59001347549977, -15.368983391970406], [35.59001347549977, -15.377976608029595], [35.58068652450023, -15.377976608029595]]","POLYGON ((35.58068652450023 -15.368983391970406, 35.59001347549977 -15.368983391970406, 35.59001347549977 -15.377976608029595, 35.58068652450023 -15.377976608029595, 35.58068652450023 -15.368983391970406))",531
MLW0049,461,Lilongwe City,1,-13.9865083333333,33.7974366666667,2016-12-27,80,1,5,5,1,1,1,1,0,0,3,1,2,1,7,1,1.2,MLW,7,"[[33.79280267308006, -13.982011725303705], [33.802070660253335, -13.982011725303705], [33.802070660253335, -13.991004941362894], [33.79280267308006, -13.991004941362894]]","POLYGON ((33.79280267308006 -13.982011725303705, 33.802070660253335 -13.982011725303705, 33.802070660253335 -13.991004941362894, 33.79280267308006 -13.991004941362894, 33.79280267308006 -13.982011725303705))",2888
MLW0050,462,Thyolo,2,-16.04356,35.230525,2016-12-27,55,1,5,6,1,1,1,4,1,0,1,2,1,9,4,2,1.6,MLW,7,"[[35.225846159852104, -16.039063391970405], [35.235203840147896, -16.039063391970405], [35.235203840147896, -16.048056608029594], [35.225846159852104, -16.048056608029594]]","POLYGON ((35.225846159852104 -16.039063391970405, 35.235203840147896 -16.039063391970405, 35.235203840147896 -16.048056608029594, 35.225846159852104 -16.048056608029594, 35.225846159852104 -16.039063391970405))",419
MLW0051,462,Zomba City,1,-15.411885,35.3130333333333,2016-12-27,37,1,1,5,1,1,1,1,0,0,3,4,3,1,5,1,0.2,MLW,7,"[[35.308368997167754, -15.407388391970406], [35.31769766949885, -15.407388391970406], [35.31769766949885, -15.416381608029594], [35.308368997167754, -15.416381608029594]]","POLYGON ((35.308368997167754 -15.407388391970406, 35.31769766949885 -15.407388391970406, 35.31769766949885 -15.416381608029594, 35.308368997167754 -15.416381608029594, 35.308368997167754 -15.407388391970406))",2024
MLW0052,461,Lilongwe City,1,-13.9613633333333,33.7696483333333,2016-12-27,24,1,5,6,1,1,2,4,0,0,3,4,2,1,7,1,0.6,MLW,7,"[[33.765014845792, -13.956866725303705], [33.7742818208746, -13.956866725303705], [33.7742818208746, -13.965859941362893], [33.765014845792, -13.965859941362893]]","POLYGON ((33.765014845792 -13.956866725303705, 33.7742818208746 -13.956866725303705, 33.7742818208746 -13.965859941362893, 33.765014845792 -13.965859941362893, 33.765014845792 -13.956866725303705))",974
MLW0053,462,Mangochi,2,-14.368495,35.5243766666667,2016-12-27,85,0,5,6,1,5,2,2,2,0,3,3,1,2,4,1,1.0,MLW,7,"[[35.51973486187285, -14.363998391970405], [35.529018471460546, -14.363998391970405], [35.529018471460546, -14.372991608029594], [35.51973486187285, -14.372991608029594]]","POLYGON ((35.51973486187285 -14.363998391970405, 35.529018471460546 -14.363998391970405, 35.529018471460546 -14.372991608029594, 35.51973486187285 -14.372991608029594, 35.51973486187285 -14.363998391970405))",624
MLW0054,462,Zomba,2,-15.37348,35.58535,2016-12-27,25,1,2,5,1,1,1,9,2,2,3,4,1,2,5,2,2.0,MLW,7,"[[35.58068652450023, -15.368983391970406], [35.59001347549977, -15.368983391970406], [35.59001347549977, -15.377976608029595], [35.58068652450023, -15.377976608029595]]","POLYGON ((35.58068652450023 -15.368983391970406, 35.59001347549977 -15.368983391970406, 35.59001347549977 -15.377976608029595, 35.58068652450023 -15.377976608029595, 35.58068652450023 -15.368983391970406))",531
MLW0055,462,Zomba City,1,-15.411885,35.3130333333333,2016-12-27,22,1,1,5,1,1,1,1,3,3,3,1,1,1,5,2,3.0,MLW,7,"[[35.308368997167754, -15.407388391970406], [35.31769766949885, -15.407388391970406], [35.31769766949885, -15.416381608029594], [35.308368997167754, -15.416381608029594]]","POLYGON ((35.308368997167754 -15.407388391970406, 35.31769766949885 -15.407388391970406, 35.31769766949885 -15.416381608029594, 35.308368997167754 -15.416381608029594, 35.308368997167754 -15.407388391970406))",2024
MLW0056,461,Lilongwe City,1,-13.8838066666667,33.7611833333333,2016-12-27,55,1,5,6,1,1,4,1,0,0,2,2,3,3,5,2,0.0,MLW,7,"[[33.75655140031295, -13.879310058637106], [33.76581526635365, -13.879310058637106], [33.76581526635365, -13.888303274696295], [33.75655140031295, -13.888303274696295]]","POLYGON ((33.75655140031295 -13.879310058637106, 33.76581526635365 -13.879310058637106, 33.76581526635365 -13.888303274696295, 33.75655140031295 -13.888303274696295, 33.75655140031295 -13.879310058637106))",2629
MLW0057,461,Lilongwe City,1,-13.8838066666667,33.7611833333333,2016-12-27,33,1,5,6,2,4,4,4,0,0,3,3,4,3,5,1,0.2,MLW,7,"[[33.75655140031295, -13.879310058637106], [33.76581526635365, -13.879310058637106], [33.76581526635365, -13.888303274696295], [33.75655140031295, -13.888303274696295]]","POLYGON ((33.75655140031295 -13.879310058637106, 33.76581526635365 -13.879310058637106, 33.76581526635365 -13.888303274696295, 33.75655140031295 -13.888303274696295, 33.75655140031295 -13.879310058637106))",2629
MLW0058,461,Lilongwe City,1,-13.8838066666667,33.7611833333333,2016-12-27,33,1,5,6,1,1,2,3,0,0,3,3,1,2,5,1,0.2,MLW,7,"[[33.75655140031295, -13.879310058637106], [33.76581526635365, -13.879310058637106], [33.76581526635365, -13.888303274696295], [33.75655140031295, -13.888303274696295]]","POLYGON ((33.75655140031295 -13.879310058637106, 33.76581526635365 -13.879310058637106, 33.76581526635365 -13.888303274696295, 33.75655140031295 -13.888303274696295, 33.75655140031295 -13.879310058637106))",2629
MLW0059,461,Lilongwe City,1,-13.8838066666667,33.7611833333333,2016-12-27,25,1,5,6,1,1,2,4,1,1,1,3,1,1,5,2,1.0,MLW,7,"[[33.75655140031295, -13.879310058637106], [33.76581526635365, -13.879310058637106], [33.76581526635365, -13.888303274696295], [33.75655140031295, -13.888303274696295]]","POLYGON ((33.75655140031295 -13.879310058637106, 33.76581526635365 -13.879310058637106, 33.76581526635365 -13.888303274696295, 33.75655140031295 -13.888303274696295, 33.75655140031295 -13.879310058637106))",2629
MLW0060,462,Mangochi,2,-14.368495,35.5243766666667,2016-12-27,76,0,5,6,1,1,2,1,3,0,2,3,2,2,5,1,2.4,MLW,7,"[[35.51973486187285, -14.363998391970405], [35.529018471460546, -14.363998391970405], [35.529018471460546, -14.372991608029594], [35.51973486187285, -14.372991608029594]]","POLYGON ((35.51973486187285 -14.363998391970405, 35.529018471460546 -14.363998391970405, 35.529018471460546 -14.372991608029594, 35.51973486187285 -14.372991608029594, 35.51973486187285 -14.363998391970405))",624
MLW0061,462,Zomba City,1,-15.411885,35.3130333333333,2016-12-27,39,1,1,5,1,2,3,4,0,2,2,2,4,3,5,1,0.4,MLW,7,"[[35.308368997167754, -15.407388391970406], [35.31769766949885, -15.407388391970406], [35.31769766949885, -15.416381608029594], [35.308368997167754, -15.416381608029594]]","POLYGON ((35.308368997167754 -15.407388391970406, 35.31769766949885 -15.407388391970406, 35.31769766949885 -15.416381608029594, 35.308368997167754 -15.416381608029594, 35.308368997167754 -15.407388391970406))",2024
MLW0062,461,Lilongwe City,1,-13.9865083333333,33.7974366666667,2016-12-27,51,1,5,5,1,2,2,2,2,3,3,2,1,1,5,1,2.8,MLW,7,"[[33.79280267308006, -13.982011725303705], [33.802070660253335, -13.982011725303705], [33.802070660253335, -13.991004941362894], [33.79280267308006, -13.991004941362894]]","POLYGON ((33.79280267308006 -13.982011725303705, 33.802070660253335 -13.982011725303705, 33.802070660253335 -13.991004941362894, 33.79280267308006 -13.991004941362894, 33.79280267308006 -13.982011725303705))",2888
MLW0063,461,Lilongwe City,1,-13.9865083333333,33.7974366666667,2016-12-27,38,1,5,5,1,1,3,1,0,3,2,2,4,2,1,2,1.6,MLW,7,"[[33.79280267308006, -13.982011725303705], [33.802070660253335, -13.982011725303705], [33.802070660253335, -13.991004941362894], [33.79280267308006, -13.991004941362894]]","POLYGON ((33.79280267308006 -13.982011725303705, 33.802070660253335 -13.982011725303705, 33.802070660253335 -13.991004941362894, 33.79280267308006 -13.991004941362894, 33.79280267308006 -13.982011725303705))",2888
MLW0064,462,Zomba City,1,-15.411885,35.3130333333333,2016-12-27,50,1,1,5,2,2,2,2,0,0,3,3,1,2,5,2,2.2,MLW,7,"[[35.308368997167754, -15.407388391970406], [35.31769766949885, -15.407388391970406], [35.31769766949885, -15.416381608029594], [35.308368997167754, -15.416381608029594]]","POLYGON ((35.308368997167754 -15.407388391970406, 35.31769766949885 -15.407388391970406, 35.31769766949885 -15.416381608029594, 35.308368997167754 -15.416381608029594, 35.308368997167754 -15.407388391970406))",2024
MLW0065,461,Lilongwe City,1,-13.9613633333333,33.7696483333333,2016-12-27,60,1,5,6,1,1,5,1,0,0,3,2,4,1,5,1,0.0,MLW,7,"[[33.765014845792, -13.956866725303705], [33.7742818208746, -13.956866725303705], [33.7742818208746, -13.965859941362893], [33.765014845792, -13.965859941362893]]","POLYGON ((33.765014845792 -13.956866725303705, 33.7742818208746 -13.956866725303705, 33.7742818208746 -13.965859941362893, 33.765014845792 -13.965859941362893, 33.765014845792 -13.956866725303705))",974
MLW0066,462,Zomba,2,-15.37348,35.58535,2016-12-27,30,1,2,5,1,2,2,1,2,0,3,4,5,2,7,1,0.8,MLW,7,"[[35.58068652450023, -15.368983391970406], [35.59001347549977, -15.368983391970406], [35.59001347549977, -15.377976608029595], [35.58068652450023, -15.377976608029595]]","POLYGON ((35.58068652450023 -15.368983391970406, 35.59001347549977 -15.368983391970406, 35.59001347549977 -15.377976608029595, 35.58068652450023 -15.377976608029595, 35.58068652450023 -15.368983391970406))",531
MLW0067,462,Zomba,2,-15.37348,35.58535,2016-12-27,38,1,2,5,1,1,1,1,3,0,3,2,9,1,5,2,1.4,MLW,7,"[[35.58068652450023, -15.368983391970406], [35.59001347549977, -15.368983391970406], [35.59001347549977, -15.377976608029595], [35.58068652450023, -15.377976608029595]]","POLYGON ((35.58068652450023 -15.368983391970406, 35.59001347549977 -15.368983391970406, 35.59001347549977 -15.377976608029595, 35.58068652450023 -15.377976608029595, 35.58068652450023 -15.368983391970406))",531
MLW0068,461,Lilongwe City,1,-13.9865083333333,33.7974366666667,2016-12-27,32,1,5,5,1,2,2,4,1,3,3,4,3,1,5,2,2.0,MLW,7,"[[33.79280267308006, -13.982011725303705], [33.802070660253335, -13.982011725303705], [33.802070660253335, -13.991004941362894], [33.79280267308006, -13.991004941362894]]","POLYGON ((33.79280267308006 -13.982011725303705, 33.802070660253335 -13.982011725303705, 33.802070660253335 -13.991004941362894, 33.79280267308006 -13.991004941362894, 33.79280267308006 -13.982011725303705))",2888
MLW0069,460,Nkhata Bay,460,-11.6160383333333,34.3042166666667,2016-12-27,25,1,5,6,1,5,1,1,0,0,3,2,1,1,5,1,0.8,MLW,7,"[[34.29962603761996, -11.611541725303706], [34.308807295713436, -11.611541725303706], [34.308807295713436, -11.620534941362894], [34.29962603761996, -11.620534941362894]]","POLYGON ((34.29962603761996 -11.611541725303706, 34.308807295713436 -11.611541725303706, 34.308807295713436 -11.620534941362894, 34.29962603761996 -11.620534941362894, 34.29962603761996 -11.611541725303706))",364
MLW0070,460,Nkhata Bay,460,-11.6160383333333,34.3042166666667,2016-12-27,50,1,5,6,1,1,1,1,1,2,3,2,1,1,5,2,2.4,MLW,7,"[[34.29962603761996, -11.611541725303706], [34.308807295713436, -11.611541725303706], [34.308807295713436, -11.620534941362894], [34.29962603761996, -11.620534941362894]]","POLYGON ((34.29962603761996 -11.611541725303706, 34.308807295713436 -11.611541725303706, 34.308807295713436 -11.620534941362894, 34.29962603761996 -11.620534941362894, 34.29962603761996 -11.611541725303706))",364
MLW0071,462,Mangochi,2,-14.368495,35.5243766666667,2016-12-27,24,0,5,6,1,1,1,1,3,2,1,3,9,9,9,2,2.2,MLW,7,"[[35.51973486187285, -14.363998391970405], [35.529018471460546, -14.363998391970405], [35.529018471460546, -14.372991608029594], [35.51973486187285, -14.372991608029594]]","POLYGON ((35.51973486187285 -14.363998391970405, 35.529018471460546 -14.363998391970405, 35.529018471460546 -14.372991608029594, 35.51973486187285 -14.372991608029594, 35.51973486187285 -14.363998391970405))",624
MLW0072,462,Zomba,2,-15.37348,35.58535,2016-12-27,53,1,2,5,1,1,1,1,2,0,3,2,1,1,5,1,2.0,MLW,7,"[[35.58068652450023, -15.368983391970406], [35.59001347549977, -15.368983391970406], [35.59001347549977, -15.377976608029595], [35.58068652450023, -15.377976608029595]]","POLYGON ((35.58068652450023 -15.368983391970406, 35.59001347549977 -15.368983391970406, 35.59001347549977 -15.377976608029595, 35.58068652450023 -15.377976608029595, 35.58068652450023 -15.368983391970406))",531
MLW0073,461,Lilongwe City,1,-13.9613633333333,33.7696483333333,2016-12-27,60,1,5,6,1,2,3,3,0,0,2,3,1,2,5,2,0.0,MLW,7,"[[33.765014845792, -13.956866725303705], [33.7742818208746, -13.956866725303705], [33.7742818208746, -13.965859941362893], [33.765014845792, -13.965859941362893]]","POLYGON ((33.765014845792 -13.956866725303705, 33.7742818208746 -13.956866725303705, 33.7742818208746 -13.965859941362893, 33.765014845792 -13.965859941362893, 33.765014845792 -13.956866725303705))",974
MLW0074,460,Nkhata Bay,460,-11.6160383333333,34.3042166666667,2016-12-27,26,1,5,6,1,1,2,2,0,1,3,1,1,1,7,1,0.2,MLW,7,"[[34.29962603761996, -11.611541725303706], [34.308807295713436, -11.611541725303706], [34.308807295713436, -11.620534941362894], [34.29962603761996, -11.620534941362894]]","POLYGON ((34.29962603761996 -11.611541725303706, 34.308807295713436 -11.611541725303706, 34.308807295713436 -11.620534941362894, 34.29962603761996 -11.620534941362894, 34.29962603761996 -11.611541725303706))",364
MLW0075,462,Zomba,2,-15.37348,35.58535,2016-12-27,47,1,2,5,1,2,2,2,3,0,3,2,1,2,4,1,1.8,MLW,7,"[[35.58068652450023, -15.368983391970406], [35.59001347549977, -15.368983391970406], [35.59001347549977, -15.377976608029595], [35.58068652450023, -15.377976608029595]]","POLYGON ((35.58068652450023 -15.368983391970406, 35.59001347549977 -15.368983391970406, 35.59001347549977 -15.377976608029595, 35.58068652450023 -15.377976608029595, 35.58068652450023 -15.368983391970406))",531
MLW0076,462,Mangochi,2,-14.368495,35.5243766666667,2016-12-27,39,0,5,6,2,9,4,4,0,0,3,3,4,3,5,1,1.2,MLW,7,"[[35.51973486187285, -14.363998391970405], [35.529018471460546, -14.363998391970405], [35.529018471460546, -14.372991608029594], [35.51973486187285, -14.372991608029594]]","POLYGON ((35.51973486187285 -14.363998391970405, 35.529018471460546 -14.363998391970405, 35.529018471460546 -14.372991608029594, 35.51973486187285 -14.372991608029594, 35.51973486187285 -14.363998391970405))",624
MLW0077,461,Lilongwe City,1,-13.9613633333333,33.7696483333333,2016-12-27,49,1,5,6,2,1,2,3,0,0,2,1,1,1,5,2,0.0,MLW,7,"[[33.765014845792, -13.956866725303705], [33.7742818208746, -13.956866725303705], [33.7742818208746, -13.965859941362893], [33.765014845792, -13.965859941362893]]","POLYGON ((33.765014845792 -13.956866725303705, 33.7742818208746 -13.956866725303705, 33.7742818208746 -13.965859941362893, 33.765014845792 -13.965859941362893, 33.765014845792 -13.956866725303705))",974
MLW0078,461,Lilongwe City,1,-13.8838066666667,33.7611833333333,2016-12-27,22,1,5,6,2,1,4,4,0,3,2,3,3,3,5,1,0.8,MLW,7,"[[33.75655140031295, -13.879310058637106], [33.76581526635365, -13.879310058637106], [33.76581526635365, -13.888303274696295], [33.75655140031295, -13.888303274696295]]","POLYGON ((33.75655140031295 -13.879310058637106, 33.76581526635365 -13.879310058637106, 33.76581526635365 -13.888303274696295, 33.75655140031295 -13.888303274696295, 33.75655140031295 -13.879310058637106))",2629
MLW0079,462,Zomba City,1,-15.411885,35.3130333333333,2016-12-27,60,1,1,5,1,1,1,1,3,0,3,2,1,2,5,1,1.8,MLW,7,"[[35.308368997167754, -15.407388391970406], [35.31769766949885, -15.407388391970406], [35.31769766949885, -15.416381608029594], [35.308368997167754, -15.416381608029594]]","POLYGON ((35.308368997167754 -15.407388391970406, 35.31769766949885 -15.407388391970406, 35.31769766949885 -15.416381608029594, 35.308368997167754 -15.416381608029594, 35.308368997167754 -15.407388391970406))",2024
MLW0080,462,Mangochi,2,-14.368495,35.5243766666667,2016-12-27,28,0,5,6,2,4,2,9,1,0,3,3,4,3,5,2,1.4,MLW,7,"[[35.51973486187285, -14.363998391970405], [35.529018471460546, -14.363998391970405], [35.529018471460546, -14.372991608029594], [35.51973486187285, -14.372991608029594]]","POLYGON ((35.51973486187285 -14.363998391970405, 35.529018471460546 -14.363998391970405, 35.529018471460546 -14.372991608029594, 35.51973486187285 -14.372991608029594, 35.51973486187285 -14.363998391970405))",624
MLW0081,461,Lilongwe City,1,-13.8838066666667,33.7611833333333,2016-12-27,25,1,5,6,1,2,1,3,0,1,3,3,1,1,5,2,1.0,MLW,7,"[[33.75655140031295, -13.879310058637106], [33.76581526635365, -13.879310058637106], [33.76581526635365, -13.888303274696295], [33.75655140031295, -13.888303274696295]]","POLYGON ((33.75655140031295 -13.879310058637106, 33.76581526635365 -13.879310058637106, 33.76581526635365 -13.888303274696295, 33.75655140031295 -13.888303274696295, 33.75655140031295 -13.879310058637106))",2629
MLW0082,460,Nkhata Bay,460,-11.6160383333333,34.3042166666667,2016-12-27,34,1,5,6,1,2,3,1,2,4,1,3,1,9,5,1,2.2,MLW,7,"[[34.29962603761996, -11.611541725303706], [34.308807295713436, -11.611541725303706], [34.308807295713436, -11.620534941362894], [34.29962603761996, -11.620534941362894]]","POLYGON ((34.29962603761996 -11.611541725303706, 34.308807295713436 -11.611541725303706, 34.308807295713436 -11.620534941362894, 34.29962603761996 -11.620534941362894, 34.29962603761996 -11.611541725303706))",364
MLW0083,462,Zomba City,1,-15.411885,35.3130333333333,2016-12-27,21,1,1,5,1,1,1,1,3,3,3,1,4,1,5,2,2.2,MLW,7,"[[35.308368997167754, -15.407388391970406], [35.31769766949885, -15.407388391970406], [35.31769766949885, -15.416381608029594], [35.308368997167754, -15.416381608029594]]","POLYGON ((35.308368997167754 -15.407388391970406, 35.31769766949885 -15.407388391970406, 35.31769766949885 -15.416381608029594, 35.308368997167754 -15.416381608029594, 35.308368997167754 -15.407388391970406))",2024
MLW0084,461,Lilongwe City,1,-13.8838066666667,33.7611833333333,2016-12-27,32,1,5,6,1,2,1,1,0,2,3,1,1,1,5,1,0.8,MLW,7,"[[33.75655140031295, -13.879310058637106], [33.76581526635365, -13.879310058637106], [33.76581526635365, -13.888303274696295], [33.75655140031295, -13.888303274696295]]","POLYGON ((33.75655140031295 -13.879310058637106, 33.76581526635365 -13.879310058637106, 33.76581526635365 -13.888303274696295, 33.75655140031295 -13.888303274696295, 33.75655140031295 -13.879310058637106))",2629
MLW0085,461,Lilongwe City,1,-13.8838066666667,33.7611833333333,2016-12-27,25,1,5,6,1,1,2,2,0,3,1,1,1,1,7,2,2.2,MLW,7,"[[33.75655140031295, -13.879310058637106], [33.76581526635365, -13.879310058637106], [33.76581526635365, -13.888303274696295], [33.75655140031295, -13.888303274696295]]","POLYGON ((33.75655140031295 -13.879310058637106, 33.76581526635365 -13.879310058637106, 33.76581526635365 -13.888303274696295, 33.75655140031295 -13.888303274696295, 33.75655140031295 -13.879310058637106))",2629
MLW0086,462,Zomba City,1,-15.411885,35.3130333333333,2016-12-27,32,1,1,5,1,2,2,2,0,0,3,1,1,2,2,1,0.2,MLW,7,"[[35.308368997167754, -15.407388391970406], [35.31769766949885, -15.407388391970406], [35.31769766949885, -15.416381608029594], [35.308368997167754, -15.416381608029594]]","POLYGON ((35.308368997167754 -15.407388391970406, 35.31769766949885 -15.407388391970406, 35.31769766949885 -15.416381608029594, 35.308368997167754 -15.416381608029594, 35.308368997167754 -15.407388391970406))",2024
MLW0087,462,Mangochi,2,-14.368495,35.5243766666667,2016-12-27,18,0,5,6,1,2,1,4,1,0,8,3,1,3,7,1,1.4,MLW,7,"[[35.51973486187285, -14.363998391970405], [35.529018471460546, -14.363998391970405], [35.529018471460546, -14.372991608029594], [35.51973486187285, -14.372991608029594]]","POLYGON ((35.51973486187285 -14.363998391970405, 35.529018471460546 -14.363998391970405, 35.529018471460546 -14.372991608029594, 35.51973486187285 -14.372991608029594, 35.51973486187285 -14.363998391970405))",624
MLW0088,462,Mangochi,2,-14.368495,35.5243766666667,2016-12-27,21,0,5,6,2,4,2,2,0,0,9,9,3,2,7,2,0.6,MLW,7,"[[35.51973486187285, -14.363998391970405], [35.529018471460546, -14.363998391970405], [35.529018471460546, -14.372991608029594], [35.51973486187285, -14.372991608029594]]","POLYGON ((35.51973486187285 -14.363998391970405, 35.529018471460546 -14.363998391970405, 35.529018471460546 -14.372991608029594, 35.51973486187285 -14.372991608029594, 35.51973486187285 -14.363998391970405))",624
MLW0089,461,Ntcheu,2,-14.48568,34.4647583333333,2016-12-27,35,0,1,2,1,1,1,4,3,2,1,2,4,1,7,2,2.0,MLW,7,"[[34.46011408553899, -14.481183391970406], [34.46940258112761, -14.481183391970406], [34.46940258112761, -14.490176608029595], [34.46011408553899, -14.490176608029595]]","POLYGON ((34.46011408553899 -14.481183391970406, 34.46940258112761 -14.481183391970406, 34.46940258112761 -14.490176608029595, 34.46011408553899 -14.490176608029595, 34.46011408553899 -14.481183391970406))",778
MLW0090,461,Ntcheu,2,-14.48568,34.4647583333333,2016-12-27,35,0,1,2,2,1,2,2,3,0,3,3,3,2,7,1,1.4,MLW,7,"[[34.46011408553899, -14.481183391970406], [34.46940258112761, -14.481183391970406], [34.46940258112761, -14.490176608029595], [34.46011408553899, -14.490176608029595]]","POLYGON ((34.46011408553899 -14.481183391970406, 34.46940258112761 -14.481183391970406, 34.46940258112761 -14.490176608029595, 34.46011408553899 -14.490176608029595, 34.46011408553899 -14.481183391970406))",778
